PROD_KEY,DURABLE_PROD_KEY,PRODUCT_CODE,PRODUCT_FAMILY,SUB_ACCT,PROD_TECHNICAL_NAME,COMMERCIAL_OFFER_NAME,OFFER_GROUP_NAME,PRODUCT_TYPE,PRODUCT_SUB_TYPE,BUNDLE_VALIDITY,ADDON_TYPE,TP_SHARE,PRINCIPLE_AGENT,DIGITAL_PRICE,PORTFOLIO,FILE_NAME,source
8324,8324,BUNDLEGIFT-WEEKLY EXTREME PLUS-360-7,REMARKS,0,BUNDLEGIFT-WEEKLY EXTREME PLUS-360-7,WEEKLY EXTREME PLUS - GIFT,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8455,8455,BUNDLEGIFT-WEEKLY EXTREME PLUS-405-7,REMARKS,0,BUNDLEGIFT-WEEKLY EXTREME PLUS-405-7,WEEKLY EXTREME PLUS - GIFT,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8390,8390,BUNDLEGIFT-WEEKLY EXTREME PLUS-320-7,REMARKS,0,BUNDLEGIFT-WEEKLY EXTREME PLUS-320-7,WEEKLY EXTREME PLUS - GIFT,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8417,8417,BUNDLEGIFT-WEEKLY EXTREME PLUS-365-7,REMARKS,0,BUNDLEGIFT-WEEKLY EXTREME PLUS-365-7,WEEKLY EXTREME PLUS - GIFT,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8458,8458,BUNDLEGIFT-MONTHLY ULTRA - 20GB-745-30,REMARKS,0,BUNDLEGIFT-MONTHLY ULTRA - 20GB-745-30,MONTHLY ULTRA - GIFT,MONTHLY ULTRA,GPRS,GPRS,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8484,8484,PL_EASY CARD MEGA PLUS_URBAN_300_10_30,REMARKS,0,PL_EASY CARD MEGA PLUS_URBAN_300_10_30,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8278,8278,PL_WEEKLY EXTREME PLUS_URBAN_360_10_40,REMARKS,0,PL_WEEKLY EXTREME PLUS_URBAN_360_10_40,WEEKLY EXTREME PLUS_PLDISC,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8492,8492,PL_MONTHLY SOCIAL EXTREME_SH_150_10_20,REMARKS,0,PL_MONTHLY SOCIAL EXTREME_SH_150_10_20,MONTHLY SOCIAL EXTREME_PLDISC,MONTHLY SOCIAL EXTREME,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8323,8323,BUNDLEGIFT-ENTERTAINMENT OFFER-114-30,REMARKS,0,BUNDLEGIFT-ENTERTAINMENT OFFER-114-30,ENTERTAINMENT OFFER GIFT,TIKTOK BUNDLE,GPRS,GPRS,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8470,8470,PL_EASY CARD MEGA PLUS_AJK_350_10_100,REMARKS,0,PL_EASY CARD MEGA PLUS_AJK_350_10_100,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8478,8478,PL_WEEKLY EXTREME OFFER_NWD_350_10_50,REMARKS,0,PL_WEEKLY EXTREME OFFER_NWD_350_10_50,WEEKLY EXTREME OFFER_PLDISC,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8473,8473,PL_MONTHLY EXTREME_NWD_1100_10_100,REMARKS,0,PL_MONTHLY EXTREME_NWD_1100_10_100,MONTHLY EXTREME_PLDISC,MONTHLY EXTREME,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8474,8474,PL_MONTHLY EXTREME_AJK_1200_10_100,REMARKS,0,PL_MONTHLY EXTREME_AJK_1200_10_100,MONTHLY EXTREME_PLDISC,MONTHLY EXTREME,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8476,8476,PL_MONTHLY EXTREME_NWD_1100_10_200,REMARKS,0,PL_MONTHLY EXTREME_NWD_1100_10_200,MONTHLY EXTREME_PLDISC,MONTHLY EXTREME,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8488,8488,PL_WEEKLY EXTREME PLUS_SH_360_10_30,REMARKS,0,PL_WEEKLY EXTREME PLUS_SH_360_10_30,WEEKLY EXTREME PLUS_PLDISC,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8225,8225,BUNDLEGIFT-MONTHLY EASYCARD-700-30,REMARKS,0,BUNDLEGIFT-MONTHLY EASYCARD-700-30,MONTHLY EASY CARD - GIFT,MONTHLY EASY CARD,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8328,8328,BUNDLEGIFT-MONTHLY EASYCARD-600-30,REMARKS,0,BUNDLEGIFT-MONTHLY EASYCARD-600-30,MONTHLY EASY CARD - GIFT,MONTHLY EASY CARD,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8391,8391,BUNDLEGIFT-WEEKLY SOCIAL PACK-90-7,REMARKS,0,BUNDLEGIFT-WEEKLY SOCIAL PACK-90-7,WEEKLY SOCIAL PACK - GIFT,WEEKLY SOCIAL PACK,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8224,8224,BUNDLEGIFT-MONTHLY EASYCARD-800-30,REMARKS,0,BUNDLEGIFT-MONTHLY EASYCARD-800-30,MONTHLY EASY CARD - GIFT,MONTHLY EASY CARD,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8477,8477,PL_MONTHLY EXTREME_AJK_1200_10_200,REMARKS,0,PL_MONTHLY EXTREME_AJK_1200_10_200,MONTHLY EXTREME_PLDISC,MONTHLY EXTREME,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8302,8302,BUNDLEGIFT-ULTRA PLUS-50GB-965-30,REMARKS,0,BUNDLEGIFT-ULTRA PLUS-50GB-965-30,MONTHLY ULTRA PLUS - NWD - GIFT,MONTHLY ULTRA PLUS,GPRS,GPRS,30,NOT APPLICABLE,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8468,8468,PL_WEEKLY EASY CARD_NWD_200_10_50,REMARKS,0,PL_WEEKLY EASY CARD_NWD_200_10_50,WEEKLY EASY CARD_PLDISC,WEEKLY EASY CARD,HYBRID,HEAVY VOICE HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8264,8264,BUNDLEGIFT-MONTHLY EXTREME PLUS-1300-30,REMARKS,0,BUNDLEGIFT-MONTHLY EXTREME PLUS-1300-30,MONTHLY EXTREME PLUS - NWD - MTA - GIFT,MONTHLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8312,8312,BUNDLEGIFT-MONTHLY EXTREME PLUS-1295-30,REMARKS,0,BUNDLEGIFT-MONTHLY EXTREME PLUS-1295-30,MONTHLY EXTREME PLUS - NWD - MTA - GIFT,MONTHLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8326,8326,BUNDLEGIFT-MONTHLY EXTREME PLUS-1195-30,REMARKS,0,BUNDLEGIFT-MONTHLY EXTREME PLUS-1195-30,MONTHLY EXTREME PLUS - NWD - MTA - GIFT,MONTHLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8482,8482,PL_MONTHLY EXTREME PLUS_NWD_1250_10_150,REMARKS,0,PL_MONTHLY EXTREME PLUS_NWD_1250_10_150,MONTHLY EXTREME PLUS_PLDISC,MONTHLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8483,8483,PL_WEEKLY EXTREME OFFER_URBAN_350_10_50,REMARKS,0,PL_WEEKLY EXTREME OFFER_URBAN_350_10_50,WEEKLY EXTREME OFFER_PLDISC,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8299,8299,BUNDLEGIFT-SOCIAL ALL IN ONE-265-30,REMARKS,0,BUNDLEGIFT-SOCIAL ALL IN ONE-265-30,SOCIAL AIO GIFT,SOCIAL ALL IN ONE,HYBRID,PURE HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8249,8249,EASYCARD200_MTA_BAL_130_LOAD_150_WL,REMARKS,0,EASYCARD200_MTA_BAL_130_LOAD_150_WL,EC PLUS MTA WL,EASY CARD PLUS,HYBRID,PURE HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8469,8469,PL_EASY CARD MEGA PLUS_GB_330_10_50,REMARKS,0,PL_EASY CARD MEGA PLUS_GB_330_10_50,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8280,8280,PL_EASY CARD MEGA PLUS_GB_330_10_80,REMARKS,0,PL_EASY CARD MEGA PLUS_GB_330_10_80,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8335,8335,BUNDLEGIFT-FULL DAY OFFER-60-1,REMARKS,0,BUNDLEGIFT-FULL DAY OFFER-60-1,FULL DAY OFFER GIFT,FULL DAY OFFER,HYBRID,HEAVY VOICE HYBRID,1,NOT APPLICABLE,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8306,8306,BUNDLEGIFT-EASYCARD 450-645-30,REMARKS,0,BUNDLEGIFT-EASYCARD 450-645-30,EC 450 GIFT,EASY CARD 450,HYBRID,PURE HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8311,8311,BUNDLEGIFT-EASYCARD 800-895-30,REMARKS,0,BUNDLEGIFT-EASYCARD 800-895-30,EC 800 GIFT,EASY CARD 850,HYBRID,HEAVY DATA HYBRID,1,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8416,8416,BUNDLEGIFT-MEGA MONTHLY-295-30,REMARKS,0,BUNDLEGIFT-MEGA MONTHLY-295-30,MONTHLY OFFPEAK GIFT,MONTHLY OFFPEAK,GPRS,GPRS_0,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8325,8325,BUNDLEGIFT-EASYCARD PLUS-225-7,REMARKS,0,BUNDLEGIFT-EASYCARD PLUS-225-7,EC PLUS GIFT,EASY CARD PLUS,HYBRID,PURE HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8313,8313,BUNDLEGIFT-MEGA MONTHLY-315-30,REMARKS,0,BUNDLEGIFT-MEGA MONTHLY-315-30,MONTHLY OFFPEAK GIFT,MONTHLY OFFPEAK,GPRS,GPRS_0,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8303,8303,BUNDLEGIFT-WEEKLY 6 TO 6-125-7,REMARKS,0,BUNDLEGIFT-WEEKLY 6 TO 6-125-7,WEEKLY 6 TO 6 GIFT,WEEKLY 6 TO 6,GPRS,GPRS_0,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8487,8487,PL_EASY CARD 750_NWD_750_10_50,REMARKS,0,PL_EASY CARD 750_NWD_750_10_50,EASY CARD 750_PLDISC,EASY CARD 750,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
173,173,502188,CBS_PRODUCT,0,502188,PL GAMEBOX 35,PL GAMEBOX,DIGITAL,PARTNERSHIP,10,NOT APPLICABLE,1,PRINCIPLE,0,GAMING,"",51
8489,8489,PL_MONTHLY SOCIAL EXTREME_NWD_150_10_20,REMARKS,0,PL_MONTHLY SOCIAL EXTREME_NWD_150_10_20,MONTHLY SOCIAL EXTREME_PLDISC,MONTHLY SOCIAL EXTREME,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8233,8233,6 TO 6 OFFER_D_WL_SB__DIS.P_RS5&6_SADR,REMARKS,0,6 TO 6 OFFER_D_WL_SB__DIS.P_RS5&6_SADR,DAILY OFFPEAK - NWD - MTA WL,DAILY OFF-PEAK,GPRS,GPRS_0,1,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8322,8322,BUNDLEGIFT-MONTHLY CHAPPAR PHAR-575-30,REMARKS,0,BUNDLEGIFT-MONTHLY CHAPPAR PHAR-575-30,MONTHLY CPO GIFT,MONTHLY CHAPPAR PHAAR,HYBRID,HEAVY VOICE HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8392,8392,BUNDLEGIFT-MONTHLY EXTREME PLUS-950-30,REMARKS,0,BUNDLEGIFT-MONTHLY EXTREME PLUS-950-30,MONTHLY EXTREME PLUS - NWD - MTA - GIFT,MONTHLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8472,8472,PL_EASY CARD MEGA PLUS_NWD_320_10_90,REMARKS,0,PL_EASY CARD MEGA PLUS_NWD_320_10_90,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8475,8475,PL_MONTHLY SOCIAL PACK_NWD_100_10_50,REMARKS,0,PL_MONTHLY SOCIAL PACK_NWD_100_10_50,MONTHLY SOCIAL PACK_PLDISC,MONTHLY SOCIAL PACK,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8481,8481,PL_EASY CARD MEGA PLUS_NWD_320_10_50,REMARKS,0,PL_EASY CARD MEGA PLUS_NWD_320_10_50,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8276,8276,PL_WEEKLY EXTREME PLUS_NWD_360_10_40,REMARKS,0,PL_WEEKLY EXTREME PLUS_NWD_360_10_40,WEEKLY EXTREME PLUS_PLDISC,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8493,8493,PL_WEEKLY EXTREME OFFER_SH_370_10_50,REMARKS,0,PL_WEEKLY EXTREME OFFER_SH_370_10_50,WEEKLY EXTREME OFFER_PLDISC,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8300,8300,BUNDLEGIFT-WEEKLY ULTRA - 8GB-295-7,REMARKS,0,BUNDLEGIFT-WEEKLY ULTRA - 8GB-295-7,WEEKLY ULTRA GIFT,4G WEEKLY ULTRA,GPRS,GPRS,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8479,8479,PL_EASY CARD PLUS_NWD_180_10_80,REMARKS,0,PL_EASY CARD PLUS_NWD_180_10_80,EASY CARD PLUS_PLDISC,EASY CARD PLUS,HYBRID,PURE HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8480,8480,PL_EASY CARD 850_NWD_850_10_100,REMARKS,0,PL_EASY CARD 850_NWD_850_10_100,EASY CARD 850_PLDISC,EASY CARD 850,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8287,8287,PL_EASY CARD PLUS_NWD_180_10_50,REMARKS,0,PL_EASY CARD PLUS_NWD_180_10_50,EASY CARD PLUS_PLDISC,EASY CARD PLUS,HYBRID,PURE HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8490,8490,PL_EASY CARD 750_NWD_750_10_100,REMARKS,0,PL_EASY CARD 750_NWD_750_10_100,EASY CARD 750_PLDISC,EASY CARD 750,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8310,8310,BUNDLEGIFT-EASYCARD 750-795-30,REMARKS,0,BUNDLEGIFT-EASYCARD 750-795-30,EASY CARD 750  - GIFT,EASY CARD 750,HYBRID,PURE HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8486,8486,PL_EASY CARD MEGA PLUS_AJK_350_10_70,REMARKS,0,PL_EASY CARD MEGA PLUS_AJK_350_10_70,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8485,8485,PL_EASY CARD MEGA PLUS_URBAN_300_10_70,REMARKS,0,PL_EASY CARD MEGA PLUS_URBAN_300_10_70,EASY CARD MEGA PLUS_PLDISC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
7315,7315,BUNDLEGIFT-SOCIAL PACK PLUS-700-1,REMARKS,0,BUNDLEGIFT-SOCIAL PACK PLUS-700-1,SOCIAL PACK PLUS GIFT,MONTHLY SOCIAL PACK PLUS,GPRS,GPRS,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
5425,5425,PROD_CODE,REMARKS,0,PROD_CODE,COMMERCIAL_OFFER_NAME,OFFER_GROUP_NAME,PRODUCT_TYPE,PRODUCT_SUB_TYPE,BUNDLE_VALIDITY,ADDON_TYPE,TP_SHARE,PRINCIPLE,DIGITAL_PRICE,PORTFOLIO,"",51
7761,7761,PRODUCT_CODE,REMARKS,0,PRODUCT_CODE,COMMERCIAL OFFER NAME,OFFER GROUP NAME,PRODUCT_TYPE,PRODUCT_SUB_TYPE,BUNDLE_VALIDITY,ADDON_TYPE,TP_SHARE,PRINCIPLE,DIGITAL_PRICE,PORTFOLIO,"",51
8471,8471,PL_MONTHLY SOCIAL EXTREME PLUS_NWD_200_10_20,REMARKS,0,PL_MONTHLY SOCIAL EXTREME PLUS_NWD_200_10_20,MONTHLY SOCIAL EXTREME PLUS_PLDISC,MONTHLY SOCIAL EXTREME PLUS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8309,8309,BUNDLEGIFT-MONTHLY MESSAGING BUNDLE-107-30,REMARKS,0,BUNDLEGIFT-MONTHLY MESSAGING BUNDLE-107-30,MONTHLY MESSAGING BUNDLE GIFT,DJUICE MONTHLY SMS BUNDLE (6000 SMS),SMS,SMS,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8293,8293,BUNDLEGIFT-MY TELENOR WHATSAPP OFFER-85-30,REMARKS,0,BUNDLEGIFT-MY TELENOR WHATSAPP OFFER-85-30,MONTHLY FB&WA - NWD - GIFT,MONTHLY FB & WA OFFER,GPRS,GPRS,30,DISCOUNTED,1.0000,PRINCIPLE,0,UNKNOWN,"",51
8298,8298,BUNDLEGIFT-MY TELENOR WHATSAPP OFFER-80-30,REMARKS,0,BUNDLEGIFT-MY TELENOR WHATSAPP OFFER-80-30,MONTHLY FB&WA - NWD - GIFT,MONTHLY FB & WA OFFER,GPRS,GPRS,30,DISCOUNTED,1.0000,PRINCIPLE,0,UNKNOWN,"",51
8289,8289,PL_MONTHLY SOCIAL PACK PLUS_NWD_100_10_30,REMARKS,0,PL_MONTHLY SOCIAL PACK PLUS_NWD_100_10_30,MONTHLY SOCIAL PACK PLUS_PLDISC,MONTHLY SOCIAL PACK PLUS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8248,8248,MONTHLY_EASYCARD_MTA_BAL_680_LOAD_780_WL,REMARKS,0,MONTHLY_EASYCARD_MTA_BAL_680_LOAD_780_WL,MONTHLY EASY CARD - MTA WL,MONTHLY EASY CARD,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8301,8301,BUNDLEGIFT-MONTHLY SOCIAL EXTREME-195-30,REMARKS,0,BUNDLEGIFT-MONTHLY SOCIAL EXTREME-195-30,MONTHLY SOCIAL EXTREME - GIFT,MONTHLY SOCIAL EXTREME,GPRS,GPRS,30,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8491,8491,PL_EASY CARD 850_NWD_850_10_50,REMARKS,0,PL_EASY CARD 850_NWD_850_10_50,EASY CARD 850_PLDISC,EASY CARD 850,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,"",51
8314,8314,BUNDLEGIFT-EASYCARD 200-245-7,REMARKS,0,BUNDLEGIFT-EASYCARD 200-245-7,EC PLUS GIFT,EASY CARD PLUS,HYBRID,PURE HYBRID,7,DISCOUNTED,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
8327,8327,BUNDLEGIFT-6 TO 6 OFFER-62-1,REMARKS,0,BUNDLEGIFT-6 TO 6 OFFER-62-1,DAILY OFFPEAK - NWD - GIFT,DAILY OFF-PEAK,GPRS,GPRS_0,1,NOT APPLICABLE,1.0000,PRINCIPLE,0,NOT APPLICABLE,"",51
